training-enby-1f60a-ln-5.9509-512x512.jpg	enby	[58.409, 88.878, 407.274, 444.285]	[58, 426, 370, 444, 362, 88, 69, 126, 407, 404, 190, 397, 193, 189, 400, 172]
training-enby-1f60a-ln-1.1012-512x512.jpg	enby	[55.998, 83.883, 421.563, 446.704]	[339, 446, 421, 407, 413, 167, 333, 83, 210, 396, 55, 422, 67, 134, 211, 191]
training-enby-1f60a-ln-1.8983-512x512.jpg	enby	[105.26, 89.081, 453.423, 444.187]	[453, 426, 322, 397, 319, 189, 441, 125, 105, 404, 140, 444, 148, 89, 112, 172]
training-enby-1f60a-ln-2.0443-512x512.jpg	enby	[90.05, 83.762, 456.007, 446.763]	[456, 422, 301, 396, 299, 191, 444, 134, 90, 407, 173, 446, 179, 83, 97, 167]
training-enby-1f60a-ln-3.0219-512x512.jpg	enby	[71.557, 99.148, 410.583, 439.336]	[382, 401, 160, 398, 164, 185, 376, 179, 71, 432, 410, 439, 400, 99, 82, 113]
training-enby-1f60a-ln-3.7803-512x512.jpg	enby	[75.461, 79.986, 453.286, 448.596]	[277, 395, 75, 410, 84, 159, 276, 192, 216, 448, 453, 417, 442, 144, 219, 79]
training-enby-1f60a-ln-4.8535-512x512.jpg	enby	[104.88, 98.004, 442.321, 439.886]	[127, 401, 104, 439, 114, 98, 132, 179, 442, 432, 348, 398, 344, 186, 430, 114]
training-enby-1f60a-ln-5.3486-512x512.jpg	enby	[75.661, 80.024, 453.369, 448.578]	[75, 410, 215, 448, 218, 80, 84, 159, 453, 417, 277, 395, 276, 192, 442, 144]
training-enby-1f60a-mn-0.3060-512x512.jpg	enby	[110.818, 109.692, 447.559, 467.848]	[139, 467, 447, 436, 447, 131, 139, 109, 323, 379, 110, 392, 110, 161, 323, 170]
training-enby-1f60a-mn-1.0543-512x512.jpg	enby	[61.06, 104.981, 422.283, 474.669]	[325, 474, 422, 400, 422, 156, 325, 104, 217, 376, 61, 425, 61, 139, 217, 172]
training-enby-1f60a-mn-1.4219-512x512.jpg	enby	[73.99, 114.468, 401.621, 460.932]	[401, 460, 383, 388, 383, 164, 401, 114, 166, 381, 73, 445, 73, 125, 166, 169]
training-enby-1f60a-mn-2.3305-512x512.jpg	enby	[71.31, 102.692, 443.543, 477.983]	[443, 412, 259, 375, 259, 173, 443, 147, 71, 410, 249, 477, 249, 102, 71, 149]
training-enby-1f60a-mn-3.3727-512x512.jpg	enby	[119.201, 111.855, 443.808, 464.714]	[334, 380, 119, 390, 119, 163, 334, 170, 124, 464, 443, 440, 443, 128, 124, 111]
training-enby-1f60a-mn-4.2860-512x512.jpg	enby	[61.276, 106.721, 413.75, 472.149]	[204, 377, 61, 429, 61, 135, 204, 171, 346, 472, 413, 396, 413, 158, 346, 106]
training-enby-1f60a-mn-4.5833-512x512.jpg	enby	[75.652, 115.127, 404.791, 459.978]	[164, 381, 75, 446, 75, 124, 164, 169, 404, 459, 380, 387, 380, 165, 404, 115]
training-enby-1f60a-mn-5.5129-512x512.jpg	enby	[69.013, 102.677, 441.312, 478.004]	[69, 412, 259, 478, 259, 102, 69, 147, 441, 411, 253, 375, 253, 173, 441, 148]
training-enby-1f60a-hn-6.0731-512x512.jpg	enby	[81.591, 124.729, 387.684, 463.966]	[111, 426, 356, 463, 379, 223, 81, 199, 369, 324, 186, 303, 175, 124, 387, 136]
training-enby-1f60a-hn-0.4957-512x512.jpg	enby	[96.307, 120.296, 440.954, 480.966]	[201, 480, 410, 397, 440, 180, 188, 235, 291, 296, 119, 344, 96, 148, 297, 120]
training-enby-1f60a-hn-1.4246-512x512.jpg	enby	[86.524, 126.131, 390.368, 458.977]	[365, 458, 363, 320, 380, 134, 390, 220, 179, 306, 116, 432, 86, 203, 167, 126]
training-enby-1f60a-hn-2.2130-512x512.jpg	enby	[85.23, 119.163, 439.749, 485.634]	[410, 382, 273, 294, 276, 119, 439, 171, 110, 356, 228, 485, 221, 238, 85, 155]
training-enby-1f60a-hn-3.4851-512x512.jpg	enby	[110.309, 122.289, 437.597, 473.081]	[310, 299, 130, 333, 110, 141, 318, 122, 175, 473, 406, 412, 437, 190, 156, 229]
training-enby-1f60a-hn-3.8900-512x512.jpg	enby	[78.951, 118.822, 436.443, 487.068]	[260, 293, 105, 365, 78, 161, 261, 118, 248, 487, 408, 372, 436, 165, 247, 239]
training-enby-1f60a-hn-4.3550-512x512.jpg	enby	[73.89, 122.073, 403.055, 473.915]	[203, 299, 104, 411, 73, 189, 195, 122, 334, 473, 382, 334, 403, 142, 352, 230]
training-enby-1f60a-hn-5.6684-512x512.jpg	enby	[71.717, 119.316, 424.9, 484.994]	[101, 385, 288, 484, 296, 237, 71, 173, 399, 354, 234, 294, 231, 119, 424, 154]
training-enby-1f60a-md-0.3406-512x512.jpg	enby	[177.047, 193.849, 345.792, 345.991]	[209, 345, 345, 339, 345, 198, 209, 193, 291, 324, 177, 329, 177, 205, 291, 208]
training-enby-1f60a-md-0.8495-512x512.jpg	enby	[162.211, 192.811, 348.012, 347.495]	[263, 347, 348, 333, 348, 202, 263, 192, 250, 323, 162, 334, 162, 201, 250, 209]
training-enby-1f60a-md-1.3393-512x512.jpg	enby	[170.087, 194.404, 329.404, 345.188]	[312, 345, 329, 328, 329, 206, 312, 194, 212, 325, 170, 340, 170, 197, 212, 208]
training-enby-1f60a-md-2.4590-512x512.jpg	enby	[161.968, 192.847, 347.195, 347.443]	[347, 332, 247, 323, 247, 209, 347, 203, 161, 335, 267, 347, 267, 192, 161, 201]
training-enby-1f60a-md-2.7536-512x512.jpg	enby	[164.908, 193.641, 337.14, 346.293]	[337, 329, 224, 324, 224, 208, 337, 205, 164, 338, 297, 346, 297, 193, 164, 198]
training-enby-1f60a-md-3.8779-512x512.jpg	enby	[163.706, 192.801, 349.658, 347.508]	[259, 323, 163, 333, 163, 202, 259, 209, 250, 347, 349, 334, 349, 201, 250, 192]
training-enby-1f60a-md-4.5078-512x512.jpg	enby	[171.237, 194.556, 327.928, 344.968]	[210, 325, 171, 340, 171, 197, 210, 208, 314, 344, 327, 327, 327, 206, 314, 194]
training-enby-1f60a-md-5.7893-512x512.jpg	enby	[162.846, 193.252, 341.49, 346.855]	[162, 337, 287, 346, 287, 193, 162, 199, 341, 330, 232, 324, 232, 208, 341, 204]
training-enby-1f60a-hd-0.0869-512x512.jpg	enby	[189.41, 194.026, 333.758, 353.698]	[192, 353, 329, 349, 333, 214, 189, 217, 307, 305, 194, 308, 191, 195, 309, 194]
training-enby-1f60a-hd-0.8514-512x512.jpg	enby	[163.148, 191.292, 347.113, 362.995]	[262, 362, 342, 325, 347, 203, 263, 221, 250, 299, 167, 329, 163, 205, 250, 191]
training-enby-1f60a-hd-1.6925-512x512.jpg	enby	[189.286, 193.76, 335.644, 354.548]	[331, 348, 304, 305, 307, 193, 335, 214, 192, 309, 195, 354, 191, 217, 189, 195]
training-enby-1f60a-hd-2.0717-512x512.jpg	enby	[170.952, 191.729, 348.18, 361.425]	[343, 336, 277, 300, 278, 191, 348, 208, 174, 318, 227, 361, 226, 220, 170, 200]
training-enby-1f60a-hd-3.3832-512x512.jpg	enby	[182.571, 192.947, 341.199, 357.223]	[296, 303, 185, 312, 182, 197, 298, 192, 204, 357, 336, 344, 341, 212, 201, 218]
training-enby-1f60a-hd-4.0478-512x512.jpg	enby	[162.888, 191.351, 345.949, 362.783]	[246, 300, 167, 330, 162, 206, 246, 191, 268, 362, 341, 323, 345, 202, 268, 221]
training-enby-1f60a-hd-4.9386-512x512.jpg	enby	[183.387, 193.042, 340.571, 356.904]	[186, 311, 203, 356, 200, 218, 183, 196, 336, 344, 297, 303, 299, 193, 340, 212]
training-enby-1f60a-hd-5.6371-512x512.jpg	enby	[162.864, 191.378, 345.499, 362.683]	[167, 331, 270, 362, 270, 221, 162, 206, 341, 322, 245, 300, 244, 191, 345, 202]
training-enby-1f60a-mr-0.0771-512x512.jpg	enby	[211.735, 217.218, 306.393, 312.154]	[212, 312, 306, 311, 306, 217, 212, 217, 293, 304, 211, 304, 211, 222, 293, 222]
training-enby-1f60a-mr-1.1145-512x512.jpg	enby	[195.324, 216.422, 312.894, 313.307]	[278, 313, 312, 306, 312, 221, 278, 216, 237, 303, 195, 309, 195, 218, 237, 223]
training-enby-1f60a-mr-1.5415-512x512.jpg	enby	[207.545, 217.351, 301.899, 311.961]	[301, 311, 298, 304, 298, 222, 301, 217, 216, 304, 207, 311, 207, 217, 216, 222]
training-enby-1f60a-mr-2.6675-512x512.jpg	enby	[195.07, 216.398, 313.324, 313.342]	[313, 306, 238, 303, 238, 223, 313, 221, 195, 309, 276, 313, 276, 216, 195, 219]
